lon,lat,olc_id
-11.0113125,14.8388125,7C6CRXQQ+GF5
-10.9888125,14.7776875,7C6FQ2H6+3FP
-10.9823125,14.8065625,7C6FR249+J3X
-10.9938125,14.8258125,7C6FR2G4+8F7
-10.9906875,14.8395625,7C6FR2Q5+RPC
-10.9648125,14.7781875,7C6FQ2HP+73G
-10.9583125,14.7910625,7C6FQ2RR+CMM
-10.9674375,14.8213125,7C6FR2CM+G2V
-10.9640625,14.8439375,7C6FR2VP+H9X
-6.32743749999999,12.4503125,7C4MFM2F+42H
-6.33268750000001,12.4926875,7C4MFMV8+3WX
-6.32168749999998,12.5133125,7C4MGM7H+88R
-6.30956250000001,12.4523125,7C4MFM2R+W5W
-6.3149375,12.4910625,7C4MFMRP+C2V
-6.30218749999999,12.5196875,7C4MGM9X+V44
-6.28856250000003,12.4519375,7C4MFP26+QH9
-6.28181249999999,12.4709375,7C4MFPC9+973
-6.28618750000003,12.4978125,7C4MFPX7+4GM
-6.28056249999999,12.5143125,7C4MGP79+PQ5
-6.26318750000003,12.4484375,7C4MCPXP+9P3
-6.2655625,12.4703125,7C4MFPCM+4Q6
-6.25556250000001,12.4938125,7C4MFPVV+GQW
-6.25956250000003,12.5169375,7C4MGP8R+Q56
33.0100625,-3.0636875,6G8MW2P6+G24
33.0151875,-3.02968750000001,6G8MX2C8+43G
33.0154375,-3.0090625,6G8MX2R8+956
33.0306875,-3.06093750000001,6G8MW2QJ+J73
33.0424375,-3.03818749999999,6G8MX26R+PXJ
33.0449375,-3.0073125,6G8MX2VV+3X8
33.0650625,-3.0584375,6G8MW3R8+J22
33.0626875,-3.03093750000001,6G8MX397+J33
33.0655625,-3.0100625,6G8MX3Q8+X6C
33.0605625,-2.9879375,6G9M2366+R6W
33.0843125,-3.0600625,6G8MW3QM+XPF
33.0914375,-3.0361875,6G8MX37R+GHF
33.0885625,-3.0150625,6G8MX3MQ+XC3
33.0773125,-2.9914375,6G9M235G+CW9
35.2896875,-15.9754375,5GPQ27FQ+RVF
35.2990625,-15.9464375,5GPQ373X+CJJ
35.2979375,-15.9274375,5GPQ37FX+257
35.3000625,-15.9109375,5GPQ38Q2+J29
35.3151875,-15.9753125,5GPQ28F8+V3P
35.3214375,-15.9531875,5GPQ28WC+PHP
35.3234375,-15.9048125,5GPQ38WF+39W
35.3425625,-15.9741875,5GPQ28GV+82R
35.3389375,-15.9509375,5GPQ28XQ+JH6
35.3318125,-15.9035625,5GPQ38WJ+HPP
35.3649375,-15.9819375,5GPQ2997+6XJ
35.3615625,-15.9474375,5GPQ3936+2JQ
35.3670625,-15.9285625,5GPQ39C8+HRV
35.3621875,-15.9050625,5GPQ39V6+XVX
-1.30693750000002,6.6958125,6CRWMMWV+86J
-1.30918749999999,6.7109375,6CRWPM6R+98J
-1.3051875,6.73281249999999,6CRWPMMV+4W2
-1.30956250000001,6.75993749999999,6CRWQM5R+X5J
-1.28568750000004,6.6844375,6CRWMPM7+QPX
-1.29281250000001,6.7125625,6CRWPP74+2V2
-1.28406250000002,6.72806250000001,6CRWPPH8+69F
-1.29568750000003,6.75531249999999,6CRWQP43+4PV
-1.26018750000001,6.7119375,6CRWPP6Q+QWM
-1.26693750000003,6.7401875,6CRWPPRM+36Q
-1.26993750000001,6.75881249999999,6CRWQP5J+G2G
-1.24906249999999,6.71131250000001,6CRWPQ62+G93
-1.24718750000001,6.73043750000001,6CRWPQJ3+54X
-1.24356250000001,6.75631249999999,6CRWQQ44+GH7
-0.787062500000033,5.37393749999998,6CQX96F7+H5R
-0.780312499999994,5.39581249999999,6CQX96W9+8V6
-0.780312499999994,5.41381250000001,6CQXC679+GV6
-0.771562500000002,5.44981250000001,6CQXC6XH+W96
-0.762687500000013,5.37156249999998,6CQX96CP+JWC
-0.7511875,5.39818749999999,6CQX96XX+7G8
-0.755187500000019,5.4200625,6CQXC6CV+2WF
-0.764812500000019,5.44256250000001,6CQXC6VP+239
-0.726437499999989,5.37706249999999,6CQX97GF+RC8
-0.733812500000013,5.39906249999999,6CQX97X8+JFV
-0.736562500000005,5.41556250000001,6CQXC787+698
-0.714062499999997,5.36981249999999,6CQX979P+W9H
-0.707187500000018,5.3936875,6CQX97VV+F4X
-0.709062500000002,5.4231875,6CQXC7FR+79F
37.2694375,-8.0740625,6G3VW7G9+9QJ
37.2716875,-8.0419375,6G3VX75C+6MM
37.2703125,-8.0210625,6G3VX7HC+H4H
37.2723125,-8.00081249999999,6G3VX7XC+MWH
37.2936875,-8.0740625,6G3VW7GV+9F7
37.2956875,-8.0475625,6G3VX72W+X73
37.2923125,-8.02381249999999,6G3VX7GR+FWF
37.2956875,-8.0016875,6G3VX7XW+872
37.3165625,-8.06768749999999,6G3VW8J8+WJG
37.3135625,-8.04231250000001,6G3VX857+3C3
37.3170625,-8.02556250000001,6G3VX8F8+QRF
37.3145625,-8.00518749999999,6G3VX8V7+WRX
37.3306875,-8.07081249999999,6G3VW8HJ+M7R
37.3374375,-8.0235625,6G3VX8GP+HXQ
37.3285625,-8.00443749999999,6G3VX8WH+6C6
35.4623125,-13.4446875,5GRQHF46+4W7
35.4631875,-13.3975625,5GRQJF27+X7X
35.4598125,-13.3735625,5GRQJFG5+HW3
35.4814375,-13.4344375,5GRQHF8J+6H8
35.4874375,-13.4141875,5GRQHFPP+8XR
35.4878125,-13.4003125,5GRQHFXQ+V4M
35.4774375,-13.3729375,5GRQJFGG+RX3
35.5098125,-13.4386875,5GRQHG65+GW2
35.5111875,-13.4175625,5GRQHGJ6+XF3
35.5003125,-13.3990625,5GRQJG22+94Q
35.5044375,-13.3708125,5GRQJGH3+MQR
35.5273125,-13.4444375,5GRQHG4G+6WQ
35.5210625,-13.4184375,5GRQHGJC+JCQ
35.5230625,-13.4028125,5GRQHGWF+V6P
35.5299375,-13.3770625,5GRQJGFH+5X5
39.8396875,-14.7506875,5GQX6RXQ+PVJ
39.8360625,-14.7083125,5GQX7RRP+MC9
39.8435625,-14.6888125,5GQX8R6V+FC7
39.8575625,-14.7541875,5GQX6VW5+82W
39.8614375,-14.7009375,5GQX7VX6+JH8
39.8646875,-14.6855625,5GQX8V77+QVW
39.8794375,-14.7291875,5GQX7VCH+8QR
39.8836875,-14.7015625,5GQX7VXM+9FJ
39.8860625,-14.6810625,5GQX8V9P+HC7
39.9090625,-14.7491875,5GQX7W25+8JM
39.9079375,-14.7256875,5GQX7WF5+P5C
39.9134375,-14.7046875,5GQX7WW7+493
39.9060625,-14.6826875,5GQX8W84+WC5
34.1724375,-6.92843750000002,6G5P35CC+JXF
34.1796875,-6.89793750000001,6G5P452H+RVG
34.1776875,-6.88131250000001,6G5P459H+F33
34.1816875,-6.86506250000001,6G5P45MJ+XM4
34.1924375,-6.91006250000001,6G5P35QR+XXH
34.1930625,-6.87918750000001,6G5P45CV+86G
34.1945625,-6.8598125,6G5P45RV+3R6
34.2156875,-6.90418750000001,6G5P36W8+87P
34.2234375,-6.87868750000001,6G5P46CF+G9R
34.2128125,-6.8539375,6G5P46W7+C4M
34.2366875,-6.9189375,6G5P36JP+CMC
34.2406875,-6.89881250000001,6G5P462R+F7H
34.2455625,-6.87731250000002,6G5P46FW+36F
34.2433125,-6.85156250000001,6G5P46XV+984
34.9798125,8.5769375,6GWPHXGH+QW2
34.9850625,8.60081249999999,6GWPJX2P+826
34.9838125,8.6298125,6GWPJXHM+WGR
34.9878125,8.6549375,6GWPMX3Q+X45
34.9988125,8.5818125,6GWPHXJX+PGX
35.0005625,8.5993125,6GWQH2X2+P69
35.0078125,8.62718750000001,6GWQJ2G5+V43
35.0225625,8.5788125,6GWQH2HF+G2G
35.0245625,8.6035625,6GWQJ23F+CRP
35.0298125,8.61843749999998,6GWQJ29H+9WH
35.0458125,8.5774375,6GWQH2GW+X8V
35.0484375,8.60306249999999,6GWQJ23X+69Q
35.0514375,8.6291875,6GWQJ3H2+MHC
35.0530625,8.6460625,6GWQJ3W3+C6C
36.1244375,-6.9385625,6G5R346F+HQ6
-3.58156249999998,10.8851875,7C2RVCP9+397
-3.57606249999999,10.9033125,7C2RWC3F+8H9
-3.57668749999998,10.9234375,7C2RWCFF+984
-3.5851875,10.9475625,7C2RWCX7+2WM
-3.5586875,10.8775625,7C2RVCHR+2GW
-3.55506250000001,10.9031875,7C2RWC3V+7XG
-3.56406249999999,10.9279375,7C2RWCHP+59V
-3.55056249999997,10.9433125,7C2RWCVX+8Q3
-3.54031250000001,10.8801875,7C2RVFJ5+3V8
-3.53343750000003,10.9246875,7C2RWFF8+VJF
-3.53968750000003,10.9415625,7C2RWFR6+J48
-3.50818750000003,10.8768125,7C2RVFGR+PPH
-3.51131250000002,10.9273125,7C2RWFGQ+WF9
-3.51381250000001,10.9509375,7C2RXF2P+9F5
34.2113125,-11.6598125,5GWP86R6+3G9
34.2085625,-11.6444375,5GWP9645+6CP
34.2050625,-11.6156875,5GWP96M4+P2M
34.2060625,-11.5946875,5GWPC644+4CX
34.2289375,-11.6523125,5GWP86XH+3H2
34.2255625,-11.6360625,5GWP967G+H6J
34.2225625,-11.6128125,5GWP96PF+V2X
34.2304375,-11.5918125,5GWPC65J+758
34.2480625,-11.6538125,5GWP86WX+F6Q
34.2479375,-11.6476875,5GWP962X+W5P
34.2505625,-11.6103125,5GWP97Q2+V63
34.2700625,-11.6666875,5GWP87MC+824
34.2814375,-11.6381875,5GWP976J+PHF
34.2701875,-11.6099375,5GWP97RC+23R
39.8859375,-14.7511875,5GQX6VXP+G9C
42.6668125,9.57481249999999,6HX4HMF8+WPV
42.6689375,9.5948125,6HX4HMV9+WH5
42.6650625,9.61506249999999,6HX4JM88+227
42.6604375,9.63306249999999,6HX4JMM6+658
42.6924375,9.5680625,6HX4HM9R+6X2
42.6881875,9.59043750000001,6HX4HMRQ+575
42.6943125,9.6185625,6HX4JM9V+CPQ
42.6914375,9.63593749999998,6HX4JMPR+9HV
42.7146875,9.56468750000001,6HX4HP77+VVJ
42.7080625,9.5925625,6HX4HPV5+267
42.7080625,9.61643749999999,6HX4JP85+H6F
42.7196875,9.63631249999999,6HX4JPP9+GV6
42.7318125,9.5663125,6HX4HP8J+GPR
42.7378125,9.6154375,6HX4JP8Q+54M
42.7384375,9.63668749999999,6HX4JPPQ+M97
38.2584375,4.1438125,6GPW47V5+G9V
38.2583125,4.19493750000001,6GPW57V5+X89
38.2611875,4.2153125,6GPW6786+4FM
38.2916875,4.14943749999999,6GPW47XR+QM6
38.2885625,4.1765625,6GPW57GQ+JC2
38.2823125,4.1928125,6GPW57VJ+4WV
38.2813125,4.2169375,6GPW678J+QG9
38.3119375,4.1485625,6GPW48X6+CQ4
38.3070625,4.17793750000001,6GPW58H4+5RX
38.3060625,4.1928125,6GPW58V4+4C3
38.3129375,4.2091875,6GPW6857+M5C
37.4685625,-5.3359375,6G6VMF79+JCG
37.4709375,-5.30756249999999,6G6VMFRC+X98
37.5125625,-5.30856249999999,6G6VMGR7+H2V
36.1654375,-6.92806250000001,6G5R35C8+Q59
36.1579375,-6.8713125,6G5R45H5+F56
36.4835625,-6.12156250000001,6G5RVFHM+9CX
-2.68606250000001,10.8638125,7C2VV877+GHR
-2.68456250000001,10.8886875,7C2VV8Q8+F5J
-2.68193749999999,10.9080625,7C2VW859+665
-2.68231249999998,10.9326875,7C2VW8M9+33G
-2.66381249999999,10.8685625,7C2VV89P+CFF
-2.66168749999999,10.8778125,7C2VV8HQ+483
-2.65443750000001,10.9093125,7C2VW85W+P66
-2.66443750000001,10.9286875,7C2VW8HP+F6G
-2.63268750000002,10.8604375,7C2VV968+5WR
-2.64018750000001,10.8864375,7C2VV9P5+HWR
-2.63706250000003,10.9295625,7C2VW9H7+R5P
-2.60718750000002,10.8663125,7C2VV98V+G46
-2.62043749999999,10.8800625,7C2VV9JH+2RW
-2.6166875,10.9214375,7C2VW9CM+H8X
9.86743749999998,8.10131249999999,6FWF4V28+GXJ
9.85768749999998,8.13081249999999,6FWF4VJ5+83V
9.86618749999998,8.14881249999999,6FWF4VX8+GFC
9.8545625,8.1729375,6FWF5VF3+5RR
9.88143749999999,8.10693749999999,6FWF4V4J+QH7
9.88056249999998,8.1266875,6FWF4VGJ+M6C
9.88406249999998,8.1460625,6FWF4VWM+CJC
9.8881875,8.17393749999999,6FWF5VFQ+H76
9.9039375,8.10643749999998,6FWF4W43+HH5
9.91043749999999,8.12843749999999,6FWF4WH6+953
9.90668749999999,8.1678125,6FWF5W94+4MJ
9.92193750000003,8.10143749999999,6FWF4W2C+HQ4
9.92931249999999,8.1329375,6FWF4WMH+5PR
9.9276875,8.17343749999999,6FWF5WFH+93X
9.30506250000001,6.97868750000001,6FRFX8H4+F24
9.30731250000001,7.0048125,6FVF2834+WWV
9.30468750000001,7.04606250000001,6FVF28W3+CVQ
9.33331250000002,6.9759375,6FRFX8GM+98X
9.33231250000001,7.00406249999999,6FVF283J+JW6
9.33593750000001,7.0281875,6FVF28HP+79H
9.3343125,7.0430625,6FVF28VM+6PX
9.34831250000003,6.9775625,6FRFX8HX+28Q
9.3570625,7.0011875,6FVF2924+FRH
9.35506249999999,7.0313125,6FVF29J4+G2F
9.35418749999998,7.0506875,6FVF3923+7MH
9.3760625,6.98356250000001,6FRFX9MG+CC7
9.3786875,7.00906249999998,6FVF295H+JF2
9.36681249999997,7.02543750000001,6FVF29G8+5PG
9.37043749999999,7.0461875,6FVF29WC+F59
4.62943750000001,6.7403125,6FR6PJRH+4Q6
4.6250625,6.76843749999999,6FR6QJ9G+92F
4.62793749999999,6.7841875,6FR6QJMH+M5V
4.64381249999998,6.7428125,6FR6PJVV+4GH
4.6444375,6.7656875,6FR6QJ8V+7QJ
4.6431875,6.7848125,6FR6QJMV+W7V
4.66743749999999,6.72281249999999,6FR6PMF8+4XG
4.66643749999999,6.74493750000001,6FR6PMV8+XH3
4.67218750000002,6.76656249999999,6FR6QM8C+JVR
4.66681249999998,6.7934375,6FR6QMV8+9P2
4.6888125,6.7198125,6FR6PM9Q+WGG
4.6899375,6.7439375,6FR6PMVQ+HX4
4.69268749999999,6.76118750000001,6FR6QM6V+F3R
4.69668749999998,6.78031249999999,6FR6QMJW+4M6
39.5768125,11.2659375,7G3X7H8G+9PG
39.5773125,11.2813125,7G3X7HJG+GW5
39.5726875,11.3083125,7G3X8H5F+832
39.5951875,11.2598125,7G3X7H5W+W3X
39.5939375,11.2825625,7G3X7HMV+2HX
39.5964375,11.3115625,7G3X8H6W+JH3
39.5908125,11.3364375,7G3X8HPR+H86
39.6151875,11.2839375,7G3X7JM8+H3H
39.6190625,11.2999375,7G3X7JX9+XJ5
39.6154375,11.3361875,7G3X8JP8+F5P
39.6418125,11.2650625,7G3X7J8R+2PF
39.6394375,11.2875625,7G3X7JQQ+2QC
39.6400625,11.3078125,7G3X8J5R+42H
39.6436875,11.3289375,7G3X8JHV+HFX
30.0126875,-27.6110625,5G4G92Q7+H34
30.0235625,-27.5921875,5G4GC25F+4CC
30.0228125,-27.5684375,5G4GC2JF+J4V
30.0231875,-27.5476875,5G4GF22F+W78
30.0450625,-27.6130625,5G4G92PW+Q22
30.0455625,-27.5868125,5G4GC27W+76Q
30.0408125,-27.5634375,5G4GC2PR+J8M
30.0600625,-27.6020625,5G4G93X6+52X
30.0596875,-27.5895625,5G4GC365+5V4
30.0585625,-27.5668125,5G4GC3M5+7CC
30.0860625,-27.6154375,5G4G93MP+RCQ
30.0894375,-27.5834375,5G4GC38Q+JQR
30.0906875,-27.5676875,5G4GC3JR+W78
30.0929375,-27.5450625,5G4GF33V+X5R
22.7101875,-29.9720625,5G242PH6+538
22.7059375,-29.9494375,5G243P24+69R
22.7115625,-29.9486875,5G243P26+GJ9
22.7159375,-29.9058125,5G243PV8+M9C
22.7325625,-29.9715625,5G242PHM+926
22.7370625,-29.9505625,5G242PXP+QRX
22.7283125,-29.9344375,5G243P8H+68V
22.7623125,-29.9813125,5G242Q96+FWF
22.7603125,-29.9339375,5G243Q86+C43
22.7619375,-29.9099375,5G243QR6+2Q2
22.7788125,-29.9770625,5G242QFH+5G3
22.7803125,-29.9329375,5G243Q8J+R4M
22.7831875,-29.9065625,5G243QVM+978
35.2694375,-22.8695625,5G9Q47J9+5QC
35.2730625,-22.8504375,5G9Q47XF+R6J
35.2713125,-22.8301875,5G9Q579C+WGF
35.2683125,-22.8020625,5G9Q57X9+58M
35.2945625,-22.8729375,5G9Q47GV+RRX
35.2879375,-22.8466875,5G9Q573Q+85H
35.2853125,-22.8178125,5G9Q57JP+V46
35.3369375,-22.8264375,5G9Q58FP+CQG
35.3373125,-22.8001875,5G9Q58XP+WW8
36.7976875,-18.0428125,5GHRXQ4X+V35
36.7985625,-18.0263125,5GHRXQFX+FCR
36.8005625,-17.9989375,5GJR2R22+C64
36.7950625,-17.9843125,5GJR2Q8W+72W
36.8239375,-18.0440625,5GHRXR4F+9H3
36.8194375,-18.0278125,5GHRXRC9+VQ5
36.8174375,-18.0035625,5GHRXRW8+HXX
36.8253125,-17.9803125,5GJR2R9G+V47
36.8400625,-18.0471875,5GHRXR3R+429
36.8466875,-18.0258125,5GHRXRFW+MM3
36.8440625,-18.0045625,5GHRXRWV+5J9
36.8405625,-17.9805625,5GJR2R9R+Q65
36.8669375,-18.0480625,5GHRXV28+QQF
36.8651875,-18.0261875,5GHRXVF8+G3X
36.8608125,-17.9968125,5GJR2V36+78R
38.9366875,-16.1774375,5GMWRWFP+2M4
38.9410625,-16.1629375,5GMWRWPR+RC8
38.9411875,-16.1334375,5GMWVW8R+JFR
38.9629375,-16.1743125,5GMWRXG7+75M
38.9563125,-16.1570625,5GMWRXV4+5G6
38.9553125,-16.1273125,5GMWVXF4+34M
38.9654375,-16.1155625,5GMWVXM8+Q58
38.9905625,-16.1781875,5GMWRXCR+P6H
38.9883125,-16.1555625,5GMWRXVQ+Q8C
38.9843125,-16.1371875,5GMWVX7M+4P7
38.9861875,-16.1163125,5GMWVXMP+FFJ
39.0051875,-16.1744375,5GMXR2G4+639
39.0038125,-16.1478125,5GMXV223+VG8
39.0036875,-16.1376875,5GMXV263+WFH
39.0111875,-16.1104375,5GMXV2Q6+RFJ
32.2706875,0.491312500000006,6GGJF7RC+G7V
32.2635625,0.515812499999996,6GGJG787+8CV
32.2661875,0.551312499999995,6GGJH728+GFH
32.2878125,0.497687499999998,6GGJF7XQ+344
32.2888125,0.512687499999998,6GGJG77Q+3GJ
32.2933125,0.564437499999997,6GGJH77V+Q8J
32.3045625,0.495562500000005,6GGJF8W3+6R3
32.3051875,0.514312500000003,6GGJG874+P3M
32.3116875,0.538562499999998,6GGJG8Q6+CMW
32.3114375,0.554312499999995,6GGJH836+PH7
32.3359375,0.494437500000004,6GGJF8VP+Q9M
32.3394375,0.510687500000003,6GGJG86Q+7QV
32.3320625,0.524937499999993,6GGJG8FJ+XRQ
32.3333125,0.564687500000005,6GGJH87M+V88
31.4668125,1.4586875,6GHHFF58+FP7
31.4620625,1.47343749999999,6GHHFFF6+9RJ
31.4679375,1.50706249999999,6GHHGF49+R5R
31.4690625,1.5274375,6GHHGFG9+XJ5
31.4890625,1.47506250000001,6GHHFFGQ+2JW
31.4909375,1.5029375,6GHHGF3R+59W
31.4884375,1.52456249999999,6GHHGFFQ+R93
31.5135625,1.4806875,6GHHFGJ7+7C3
31.5128125,1.50156249999999,6GHHGG27+J4P
31.5144375,1.5265625,6GHHGGG7+JQM
31.5336875,1.4569375,6GHHFG4M+QFP
31.5289375,1.4735625,6GHHFGFH+CH7
31.5351875,1.50156249999999,6GHHGG2P+J3J
